Unique Lake,Latitude,Longitude,Lake Name
USA14195,42.983836,-71.76499,HAUNTED LAKE
USA15390,42.983901,-88.503408,SCHOOL SECTION LAKE
USA18516,42.986,-72.058,NH.NUBANUSITLAKE.NUBNELD
USA20239,42.987674,-95.667987,MILL CREEK LAKE
USA21474,42.989183,-72.705617,KENNY POND
USA20185,42.990362,-87.899358,HUMBOLDT PARK POND
USA20248,42.996074,-87.963529,JACKSON PARK POND
USA15545,42.99738,-88.457257,HUNTERS LAKE
USA20113,42.998,-109.8779,"WILLOW LAKE SITE 1, T35R109S16"
USA22070,42.998039,-83.669322,THREAD LAKE NEAR FLINT_ MI
ESP12349,42.99805556,-3.973611111,Ebro
USA14599,43.00031,-83.6694,"THREAD LAKE NEAR FLINT, MI (PHOTIC ZONE)"
USA20114,43.00044,-109.8706,970
USA15157,43.000782,-88.991134,LAKE RIPLEY
USA20719,43.004956,-72.946153,SOMERSET RESERVOIR
USA13917,43.00993,-82.41962,Huron
USA22044,43.010578,-90.11022,COX HOLLOW LAKE
USA23819,43.01175,-95.1872,Prairie Rose
USA15112,43.01225,-83.37439,"LAKE NEPESSING NEAR LAPEER, MI (PHOTIC ZONE)"
USA15234,43.015469,-89.3252,LAKE WAUBESA
USA13035,43.016463,-73.740774,Saratoga Lake
USA15113,43.016532,-83.372753,LAKE NEPESSING NEAR LAPEER_ MI
USA15637,43.019868,-90.286291,BLACKHAWK LAKE
USA20916,43.020117,-89.741116,STEWART LAKE
USA21567,43.020294,-73.182351,SHAFTSBURY LAKE
USA17864,43.021,-72.141,NH.GRANITELAKE.GRASTDD
USA23771,43.02139,-89.74096,"STEWART LAKE AT MT. HOREB, WI"
USA15210,43.025052,-88.984048,HOPE LAKE
USA20247,43.025321,-87.942966,MITCHELL PARK POND
USA20492,43.02662,-90.092046,TWIN VALLEY LAKE
USA14185,43.027436,-77.566235,100 Acre Pond
USA21335,43.027809,-77.820897,Blue Pond
USA15031,43.02833,-85.38361,"MURRAY LAKE SWB NEAR CANNONSBURG, MI (PHOTIC ZONE)"
USA14493,43.030096,-85.609473,DEAN
USA15030,43.03056,-85.37639,"MURRAY LAKE EB NEAR CANNONSBURG, MI (PHOTIC ZONE)"
USA15357,43.030632,-74.075398,GALWAY LAKE 
USA18032,43.032583,-94.88838,SILVER LAKE (PALO ALTO)
USA22322,43.033432,-85.379863,MURRAY LAKE NEAR CANNONSBURG_ MI
USA15176,43.034717,-85.430181,RATIGAN
USA15362,43.035322,-88.5367,GOLDEN LAKE
ESP12403,43.03761,-8.009558,Sobrado
USA21011,43.041015,-78.399298,Diver's Lake
USA15479,43.044128,-88.480286,LOWER GENESEE LAKE
USA15472,43.050749,-88.478877,MIDDLE GENESEE LAKE
USA15473,43.0525,-88.48,"MIDDLE GENESEE LAKE NEAR OCONOMOWOC, WI"
USA21105,43.052567,-73.032724,BEEBE (SUNDLD)
USA15258,43.053,-89.425,Lake Wingra
USA20200,43.055054,-87.967821,WASHINGTON PARK POND
USA14561,43.05556,-83.65528,"KEARSLEY RESERVOIR NEAR FLINT, MI (PHOTIC ZONE)"
USA22174,43.055919,-73.740536,Lake Lonely
USA13191,43.056,-71.185,NH.GOVERNORSLAKE.GOVRAYD
USA16053,43.057,-71.844,NH.DEERINGRESERVOIR.DEEDRGD
USA14562,43.057291,-83.639622,KEARSLEY RESERVOIR NEAR FLINT_ MI
USA15231,43.057501,-85.393368,BIG CROOKED
USA13651,43.058271,-72.703703,TOWNSHEND RESERVOIR
USA15564,43.06084,-88.4301,"UPPER NEMAHBIN LK (SOUTH SITE) NEAR DELAFIELD, WI"
USA18202,43.064,-72.128,NH.CENTERPOND.CENSTDD
USA15554,43.066402,-88.430776,UPPER NEMAHBIN LAKE
USA15563,43.06667,-88.43038,"UPPER NEMAHBIN LAKE (CENTER) NEAR DELAFIELD, WI"
USA15243,43.068029,-89.360153,LAKE MONONA
USA17884,43.069,-72.087,NH.ISLANDPOND.ISLSTDVLAPD
USA15731,43.0714,-88.38426,"NAGAWICKA LAKE AT DEEP HOLE AT DELAFIELD, WI"
USA15348,43.073003,-88.307032,PEWAUKEE LAKE
USA15732,43.076271,-88.389622,NAGAWICKA LAKE
USA15475,43.07667,-88.4926,"SILVER LAKE NEAR OCONOMOWOC, WI"
USA15097,43.077766,-88.930658,City Of Lake Mills
USA19816,43.07899657,-112.6908797,Springfield Reservoir
USA15089,43.08,-85.06056,"WOODARD LAKE NEAR SHILOH, MI (PHOTIC ZONE)"
USA13930,43.08056,-86.19222,"SPRING LAKE NEAR SPRING LAKE, MI (PHOTIC ZONE)"
USA20415,43.080941,-73.019179,BRANCH POND
USA15087,43.081907,-85.062634,WOODARD LAKE NEAR SHILOH_ MI
USA13130,43.087,-71.138,Pawtuckaway Lake
USA13783,43.089128,-73.374262,LAKE LAUDERDALE
USA13392,43.089146,-76.210965,Onondaga Lake
USA21067,43.090585,-89.504608,TIEDEMANS POND
USA22257,43.091351,-85.458725,BOSTWICK
USA14607,43.092649,-85.655173,LITTLE PINE ISLAND
USA13252,43.09504,-73.76674,421
USA13931,43.097283,-86.185268,SPRING LAKE NEAR SPRING LAKE_ MI
USA15461,43.09751,-88.45982,"OCONOMOWOC LAKE NO. 1 (CENTER) AT OCONOMOWOC, WI"
USA14499,43.09833,-83.63361,"C.S. MOTT IMP. NEAR GENESEE, MI (PHOTIC ZONE)"
USA22432,43.098522,-83.622781,C.S. MOTT IMPOUNDMENT NEAR GENESEE_ MI
USA15462,43.09952,-88.45255,99
USA17951,43.10064,-72.08862,994
USA21663,43.100871,-79.022155,Hyde Park Lake
USA15465,43.101265,-88.458015,OCONOMOWOC LAKE
USA15192,43.101576,-85.365026,BIG PINE ISLAND LAKE NEAR GRATTAN_ MI
USA15259,43.10194,-83.22917,"LONG LAKE SWB NEAR LAPEER, MI (PHOTIC ZONE)"
USA15460,43.10251,-88.43954,"OCONOMOWOC LAKE # 2 (HEWITT PT) AT OCONOMOWOC, WI"
USA15193,43.10336,-85.36725,"BIG PINE ISLAND LAKE NR GRATTAN, MI (PHOTIC ZONE)"
USA18493,43.10412,-94.89848,2039
USA15264,43.104424,-83.226644,LONG LAKE SWB NEAR LAPEER_ MI
USA19667,43.104781,-72.968817,STRATTON POND
USA19669,43.10606,-73.001904,BOURN POND
USA15260,43.10639,-83.22278,"LONG LAKE NB NEAR LAPEER, MI (PHOTIC ZONE)"
USA19059,43.106465,-74.370036,MOUNTAIN LAKE 
USA13817,43.106869,-73.382851,HEDGES LAKE 
USA15312,43.107725,-89.422733,Tenny Park Locks
USA23236,43.10917,-88.45399,"UPPER OCONOMOWOC LAKE NEAR OCONOMOWOC, WI"
USA21450,43.109516,-74.35239,Hinds Pond
USA14905,43.11222,-85.12528,"LONG LAKE WB NEAR SHILOH, MI (PHOTIC ZONE)"
USA14906,43.11222,-85.11694,"LONG LAKE EB NEAR SHILOH, MI (PHOTIC ZONE)"
USA23386,43.11223,-88.44593,"OKAUCHEE LAKE NUMBER 5 NEAR OCONOMOWOC, WI"
USA14475,43.112275,-85.63997,FRESKA
USA21394,43.112492,-83.24147,Fish Lake Big (St Joseph Co.)
USA22903,43.11251,-88.44593,"OKAUCHEE LAKE-SITE NO. 2-AT OKAUCHEE, WI"
USA14904,43.113161,-85.121766,LONG LAKE WB NEAR SHILOH_ MI
USA14587,43.11447,-83.46273,"HOLLOWAY RESERVOIR NR COLUMBIAVILLE,MI PHOTIC ZONE"
USA18478,43.114672,-74.412247,PECK LAKE 
USA15345,43.11473,-88.49621,"CENTER OF FOWLER LAKE AT OCONOMOWOC, WI"
USA15510,43.116074,-85.423348,COWAN
USA14588,43.117695,-83.461437,HOLLOWAY RESERVOIR NEAR COLUMBIAVILLE_ MI
USA15343,43.11862,-88.50399,"LAC LA BELLE SE AT OCONOMOWOC, WI"
USA18685,43.11928,-74.007108,Lake Nancy
USA19287,43.120102,-74.336058,WOODWORTH POND
USA15856,43.12059,-88.38074,"PINE LAKE AT CHENEQUA, WI"
ITA11033,43.121513,12.135817,Trasimeno
USA21486,43.122368,-72.604334,ATHENS POND
USA17257,43.123698,-94.24142,LAKE SMITH
USA15570,43.124679,-88.427596,Upper Oconomowoc
USA13424,43.124705,-76.480529,CROSS LAKE 
USA15344,43.12584,-88.51649,"LAC LA BELLE AT OCONOMOWOC, WI"
USA17952,43.126,-72.081,NH.HIGHLANDLAKE.HIGSTDND
USA15337,43.129037,-88.518036,LAC LA BELLE
USA18690,43.132425,-74.490168,WEST CAROGA LAKE 
USA21441,43.133704,-72.98351,LITTLE MUD (WINHLL)
USA23805,43.13583,-93.42528,"FISHING CLUB COURTESY DOCK AT CLEAR LK, IA"
USA15346,43.13584,-88.5276,"LAC LA BELLE NW AT OCONOMOWOC, WI"
USA15680,43.137,-85.487673,BIG MYERS LAKE NEAR ROCKFORD_ MI
USA18948,43.137262,-73.971924,LAKE DESOLATION
USA15682,43.13806,-85.48389,"BIG MYERS LAKE NEAR ROCKFORD, MI (PHOTIC ZONE)"
USA15079,43.138532,-85.377837,BIG WABASIS LAKE NEAR GREENVILLE_ MI
USA17492,43.13965,-94.66049,1015
USA15077,43.14,-85.37139,"BIG WABASIS LAKE NEAR GREENVILLE, MI (PHOTIC ZONE)"
USA13453,43.140154,-76.533086,OTTER LAKE
USA14129,43.14312,-72.469184,MINARDS POND
USA17488,43.146974,-94.659413,FIVE ISLAND LAKE
USA17430,43.147757,-72.805908,COLE POND
USA13467,43.147991,-76.689041,DUCK LAKE 
USA15672,43.149304,-85.475667,STONER
USA23848,43.14996,-94.66692,Five Island
USA18678,43.15,-72.149,NH.ASHUELOTPOND.ASHWASD
USA15671,43.15032,-85.47564,1258
USA21770,43.152582,-72.731951,BURBEE POND
USA14625,43.152839,-74.170348,Sacandaga Reservoir
USA21386,43.156788,-85.647656,HIGH
USA15551,43.157785,-88.472287,ASHIPPUN LAKE
USA20216,43.157859,-87.954512,BROWN DEER PARK POND
USA20780,43.161608,-74.537847,STEWARTS LAKE ANDING
USA20484,43.162709,-73.143104,LAKE MADELEINE
USA19715,43.16352581,-115.6543365,Mountain Home Reservoir
USA15074,43.16448,-85.26724,"BALDWIN LAKE AT GREENVILLE, MI (PHOTIC ZONE)"
USA21328,43.164662,-90.029575,HELEN LAKE
USA21997,43.164721,-85.271331,BALDWIN LAKE AT GREENVILLE_ MI
USA21791,43.16510907,-109.8031724,Hidden Lakes
USA16363,43.16584,-88.30954,"LAKE KEESUS EAST BAY NEAR MERTON, WI"
USA14430,43.16586,-85.85643,"CROCKERY LAKE NEAR GOODING, MI (PHOTIC ZONE)"
USA16372,43.166461,-88.316181,LAKE KEESUS
USA22610,43.16774,-108.1947,950
USA14429,43.167874,-85.852498,CROCKERY LAKE NEAR GOODING_ MI
USA23599,43.16813,-91.53336,Little Wall
USA23804,43.16813,-91.53336,Little Spirit
USA16364,43.16834,-88.31954,"LAKE KEESUS NORTH BAY NEAR MERTON, WI"
USA18192,43.171132,-94.907074,LOST ISLAND LAKE
USA18187,43.17121,-94.9059,Lost Island
USA18416,43.171829,-72.874035,GALE MEADOWS POND
USA13082,43.172959,-71.065363,MENDUMS POND
USA13974,43.17363,-86.28089,"MONA LAKE NR NORTON SHORES, MI (W.B. PHOTIC ZONE)"
USA17258,43.174412,-91.90877,LAKE MEYER
USA14365,43.174638,-90.161491,BAKKENS POND
USA23513,43.175,-86.24,Mona Lake
USA14728,43.17669,-85.66615,"CAMP LAKE NEAR SPARTA, MI (PHOTIC ZONE)"
USA14733,43.177114,-85.665547,CAMP LAKE NEAR SPARTA_ MI
USA22224,43.17766,-72.06616,738
USA13973,43.178049,-86.255052,MONA LAKE NEAR NORTON SHORES_ MI
USA20202,43.1781,-70.675567,SCITUATE POND
USA13975,43.17918,-86.26034,"MONA LAKE NR NORTON SHORES, MI (C.B. PHOTIC ZONE)"
USA18911,43.184,-72.155,NH.LONGPOND.LONLEMD
USA18918,43.184,-72.167,NH.SANDPOND.SANMLWD
USA19825,43.18842021,-116.9635996,Succor Creek Reservoir
USA19210,43.188472,-74.599857,PLEASANT LAKE - FULTON CO
USA13419,43.18896,-75.93297,Oneida Lake
USA12963,43.189496,-70.763963,YORK POND
USA20906,43.189622,-90.022446,WOOD SLOUGH
USA13882,43.192,-71.262,NH.PLEASANTLAKE.PLEDEED
USA18144,43.193098,-94.951074,TRUMBULL LAKE
USA18145,43.19327,-94.95018,Trumbull
USA16475,43.195195,-88.273861,LAKE FIVE
USA19969,43.19800112,-114.5959243,Thorn Creek Reservoir
USA21206,43.19953,-71.24741,226
USA22681,43.20007,-76.08298,ONEIDA LAKE USGS STATION NO 17 NY
USA12909,43.201857,-70.722677,BELL MARSH RESERVOIR
USA21464,43.202322,-89.863122,DEACON THOMAS LAKE
USA20535,43.205669,-73.423234,COSSAYUNA LAKE 
USA14853,43.20655,-85.638054,LIME LAKE NEAR CEDAR SPRINGS_ MI
USA14849,43.20694,-85.6375,"LIME LAKE NEAR CEDAR SPRINGS, MI (PHOTIC ZONE)"
USA14510,43.209943,-73.463792,SUMMIT LAKE -W
USA14222,43.215455,-73.835018,Woodland Pond
USA15407,43.21669,-83.45884,"OTTER LAKE AT OTTER LAKE, MI (PHOTIC ZONE)"
USA20412,43.216907,-70.770946,COX POND
USA15403,43.218131,-83.459789,OTTER LAKE AT OTTER LAKE_ MI
USA15704,43.21856,-85.468,234
USA12685,43.220042,-70.807018,LEIGHS MILL POND
USA23786,43.22266,-93.78889,Meyer
USA13897,43.22279,-86.30228,"MUSKEGON LAKE AT MUSKEGON, MI (PHOTIC ZONE)"
USA18335,43.225748,-72.761691,LOWELL LAKE
USA19254,43.226689,-74.517862,STONER LAKE (MIDDLE)
USA23846,43.22778,-93.78611,"CRYSTAL LK NR ELLSWORTH COLLEGE PARK, IA"
USA20543,43.228116,-70.727899,WARREN POND
USA13896,43.23106,-86.28844,938
USA13895,43.2324,-86.2945,Muskegon Lake
USA21615,43.233894,-74.51277,Stoner (East) Lake
USA15418,43.23417,-83.42944,"NORTH LAKE NEAR NORTH LAKE, MI (PHOTIC ZONE)"
USA23256,43.23536,-77.54131,"LAKE ONTARIO AT SEA BREEZE, NY"
USA15420,43.23608,-83.429431,NORTH LAKE NEAR NORTH LAKE_ MI
USA13514,43.236163,-76.224816,PLEASANT LAKE - OSWEGO CO
USA13360,43.237127,-73.71191,MOREAU LAKE 
USA13898,43.239758,-86.289525,MUSKEGON LAKE AT MUSKEGON_ MI
USA15179,43.24225,-85.35975,"LINCOLN LAKE NEAR GOWEN, MI (PHOTIC ZONE)"
USA19782,43.24238,-119.1963,Harney Lake
USA14192,43.243,-71.913,NH.MASSASECUMLAKE.MASBRAD
USA16376,43.24461,-88.276172,FRIESS LAKE
USA23134,43.245,-77.51222,"A1-V2, Lake Ontario East Irondequoit Embayment, NY"
USA22977,43.24528,-77.51222,"A2-V2, Lake Ontario at East Irondequoit Embayment,"
USA15180,43.245628,-85.361529,LINCOLN LAKE NEAR GOWEN_ MI
USA13955,43.24779,-86.29312,"BEAR LAKE AT NORTH MUSKEGON, MI (PHOTIC ZONE)"
USA13499,43.251,-71.755,NH.TOMPOND.TOMWRND
USA15291,43.25167,-85.06278,"HALF MOON LAKE NEAR KINGS CORNER, MI (PHOTIC ZONE)"
USA15287,43.251882,-85.060215,HALF MOON LAKE NEAR KINGS CORNER_ MI
USA22569,43.25264,-114.3828,581
USA20405,43.254465,-70.761474,KNIGHT POND (EAST)
USA23280,43.25475,-91.46865,Little Souix Park
USA14908,43.25587,-84.93362,"CRYSTAL LAKE AT CRYSTAL, MI S.B. (PHOTIC ZONE)"
USA13107,43.256,-71.043,NH.AYERSPOND.AYEBARD
USA14206,43.257851,-86.101763,WOLF LAKE AT WOLF LAKE_ MI
USA22002,43.257858,-85.809481,HALF MOON LAKE NEAR BAILEY_ MI
USA13633,43.258277,-75.90774,Vandercamp Lake
USA15177,43.25889,-85.81111,"HALF MOON LAKE NEAR BAILEY, MI (PHOTIC ZONE)"
USA14209,43.25946,-86.10506,"WOLF LAKE AT WOLF LAKE, MI (PHOTIC ZONE)"
USA23341,43.2597,-77.6085,"LAKE ONTARIO AT ONTARIO BEACH PARK, NY"
USA17715,43.260021,-73.905631,HUNT LAKE
USA14903,43.262344,-84.933323,CRYSTAL LAKE AT CRYSTAL_ MI S.B.
USA14909,43.26309,-84.93835,"CRYSTAL LAKE AT CRYSTAL, MI C.B. (PHOTIC ZONE)"
USA23224,43.26325,-76.99314,"LAKE ONTARIO (SODUS BAY) AT SODUS POINT, NY"
USA15366,43.263641,-85.327471,BASS LAKE NEAR TRUFANT_ MI
USA15374,43.26639,-85.325,"BASS LAKE NEAR TRUFANT, MI (PHOTIC ZONE)"
USA17364,43.266391,-73.928589,EFNER LAKE 
USA17701,43.266485,-73.912615,JENNY LAKE
USA21442,43.266803,-72.553387,TELEPHONE
USA14850,43.2725,-84.91639,"MUD LAKE NEAR CRYSTAL, MI (PHOTIC ZONE)"
USA14847,43.273604,-84.917007,MUD LAKE NEAR CRYSTAL_ MI
USA15776,43.27389,-85.12944,"DERBY LAKE NEAR STANTON, MI (PHOTIC ZONE)"
USA15777,43.273949,-85.127418,DERBY LAKE NEAR STANTON_ MI
USA23813,43.27432,-118.8405,MALHEUR LAKE-SITE 15
USA21755,43.275612,-73.006105,EMERALD LAKE
USA15226,43.276778,-85.35516,MASTON
USA15043,43.276802,-84.958471,LOON LAKE NEAR GREENVILLE_ MI
USA15044,43.27722,-84.95778,"LOON LAKE NEAR GREENVILLE, MI (PHOTIC ZONE)"
USA23228,43.278,-78.98758,"LAKE ONTARIO AT FOURMILE CREEK STATE PARK, NY"
USA16440,43.278263,-88.407458,DRUID LAKE
USA16439,43.27861,-88.40926,"DRUID LAKE NEAR HARTFORD, WI"
USA23747,43.27903,-76.82794,"LAKE ONTARIO (PORT BAY) NEAR WOLCOTT, NY"
USA14316,43.28,-71.968,NH.TODDLAKE.TODNBYD
USA15824,43.28026,-85.138356,NEVINS LAKE NEAR STANTON_ MI
USA15813,43.28056,-85.13833,"NEVINS LAKE NEAR STANTON, MI (PHOTIC ZONE)"
ESP12300,43.28139,-8.295,Abegondo-Cecebre
USA19842,43.28204466,-114.3780814,Magic Reservoir
USA15848,43.283988,-85.584901,MIDDLE
USA22700,43.28517,-76.92483,"Z1-V2, Sodus Bay along East Embayment, NY"
USA22720,43.28542,-76.92483,"Z2-V2, Sodus Bay along East Embayment, NY"
USA15115,43.288,-71.937,NH.BLAISDELLLAKE.BLASUTD
USA13692,43.291724,-75.956415,Dutcher Lake
USA22540,43.292233,-75.429555,DELTA RESERVOIR
USA15750,43.29389,-85.17056,"DICKERSON LAKE NEAR STANTON, MI (PHOTIC ZONE)"
USA15753,43.294372,-85.168698,DICKERSON LAKE NEAR STANTON_ MI
USA13123,43.29478,-77.68056,"LAKE ONTARIO (LONG POND) NEAR NORTH GREECE, NY"
USA20122,43.29864606,-109.8462762,Green River Lakes
USA14618,43.299587,-83.462888,MURPHY LAKE NEAR MILLINGTON_ MI
USA14617,43.29975,-83.46106,"MURPHY LAKE NEAR MILLINGTON, MI (PHOTIC ZONE)"
USA19553,43.302775,-74.591444,Jockeybush
USA19554,43.303264,-74.593263,JOCKEYBUSH LAKE
USA15817,43.30503,-85.18391,"CLIFFORD LAKE NEAR LANGSTON, MI (S.B. PHOTIC ZONE)"
USA23656,43.30539,-76.83903,"LAKE ONTARIO OFFSHORE AT PORT BAY, NY"
USA17758,43.3058,-94.69024,1035
USA19529,43.305809,-74.76186,Jerseyfield Lake
USA19786,43.30721,-118.7821,Malheur Lake
USA15822,43.308473,-85.190544,CLIFFORD LAKE NEAR LANGSTON_ MI
USA19425,43.309047,-72.816693,WANTASTIQUET POND
USA15585,43.309297,-88.50353,NEOSHO MILL POND
USA15818,43.31225,-85.19586,"CLIFFORD LAKE NEAR LANGSTON, MI(N.B. PHOTIC ZONE)"
USA20439,43.313805,-74.793577,NORTH BRANCH LAKE
USA23024,43.31472,-98.54056,"YST WETLANDS NO.2 (PHEASANT ACRES) NR GEDDES, SD"
USA21417,43.314785,-72.930682,BIG MUD POND
USA15612,43.31583,-85.34778,"MUSKELLUNGE LAKE NEAR TRUFANT, MI (PHOTIC ZONE)"
USA19837,43.3162606,-108.1836128,Boysen
USA15616,43.316345,-85.34723,MUSKELLUNGE LAKE NEAR TRUFANT_ MI
USA21556,43.31841,-85.402496,PICNIC
USA23580,43.31852,-98.53618,"YST WETLANDS NO.3 (PHEASANT ACRES E) NR GEDDES, SD"
USA17740,43.318607,-94.69502,INGHAM LAKE
USA17741,43.31861,-94.69502,Ingham
USA22257,43.318693,-78.256942,LAKE ALICE
USA17779,43.319,-72.108,NH.RANDPOND.RANGOSD
USA15900,43.321022,-85.583183,ENGLEWRIGHT LAKE NEAR ENSLEY CENTER_ MI
USA15897,43.32225,-85.58282,"ENGLEWRIGHT LAKE NR ENSLEY CENTER, MI  PHOTIC ZONE"
USA14176,43.323032,-73.832372,LAKE LUZERNE
USA15490,43.32475,-85.5367,"WHITEFISH LK NR PIERSON,MI (SE B PHOTIC ZONE)"
USA21930,43.325,-71.497,NH.CLOUGHPOND.CLOLOUD
USA19839,43.32536,-113.9237,837
USA14547,43.32613,-85.91061,"SAND LAKE NR BRIDGETON, MI (PHOTIC ZONE)"
USA14545,43.32651,-85.909685,SAND LAKE NEAR BRIDGETON_ MI
USA13491,43.327,-71.043,NH.BAXTERLAKE.BAXFARD
USA15491,43.32725,-85.54782,"WHITEFISH LAKE NR PIERSON, MI (SW B PHOTIC ZONE)"
USA15944,43.32781,-85.30392,"RAINBOW LAKE NEAR TRUFANT, MI (PHOTIC ZONE)"
CAN10478,43.32783,-81.74385,Lake Huron
USA19838,43.32785221,-113.9230327,Carey Lake
USA14085,43.32938,-75.908727,PANTHER LAKE 
USA15949,43.33068,-85.306766,RAINBOW LAKE NEAR TRUFANT_ MI
USA17528,43.330849,-75.065071,Hinckley Reservoir
USA15495,43.330968,-85.540129,WHITEFISH LK NEAR PIERSON_MI
USA16033,43.33308,-85.58198,"BAPTIST LAKE NR ENSLEY CENTER, MI (PHOTIC ZONE)"
USA23705,43.33321,-118.9177,MALHEUR LAKE-SITE 7
USA16035,43.333568,-85.581542,BAPTIST LAKE NEAR ENSLEY CENTER_ MI
USA13981,43.33751,-86.39173,"DUCK LAKE NR WHITEHALL, MI (E. B. PHOTIC ZONE)"
USA14333,43.338,-71.803,NH.TUCKERPOND.TUCSBYD
USA23704,43.33897,-78.72183,"LAKE ONTARIO AT OLCOTT, NY"
USA13990,43.339736,-86.391445,DUCK LAKE NEAR WHITEHALL_ MI
USA13982,43.34112,-86.40507,"DUCK LAKE NR WHITEHALL, MI (W. B. PHOTIC ZONE)"
USA15013,43.34113,-85.80338,"BLANCH LAKE AT GRANT, MI (PHOTIC ZONE)"
USA22581,43.34114,-95.12645,1975
USA15012,43.341163,-85.804539,BLANCH LAKE AT GRANT_ MI
USA22701,43.34222,-78.69222,"C1-V2, Eighteenmile Creek East Embayment, NY"
USA22748,43.34278,-78.6925,"C2-V2, Eighteenmile Creek East Embayment, NY"
USA17115,43.343,-72.078,NH.MOUNTAINVIEWLAKE.MOUSUND
USA23586,43.34562,-95.90011,George Wyth
USA13060,43.346544,-70.716193,LITTLE ELL POND
ESP12375,43.3476,-8.260439,Branas
USA20320,43.348,-72.01,NH.CHALKPOND.CHANBYD
USA23776,43.35308,-77.89383,"LAKE ONTARIO NEAR HAMLIN BEACH STATE PARK, NY"
USA23500,43.3533,-95.1625,West Okoboji
USA15317,43.35361,-88.60316,"SINISSIPPI LAKE OFF ANTHONY ISL @ HUSTISFORD, WI"
USA15981,43.355057,-85.357168,COWDEN LAKE NEAR CORAL (CMI)_ MI
USA20028,43.3553,-109.3835,1270
USA15521,43.35697,-85.53532,"LITTLE WHITEFISH LK NR PIERSON, MI (PHOTIC ZONE)"
USA15975,43.35722,-85.35917,"COWDEN LAKE NEAR CORAL (CMI), MI (PHOTIC ZONE)"
USA15533,43.357488,-85.535474,LITTLE WHITEFISH LK NEAR PIERSON_MI
USA14215,43.35758,-73.824015,Fourth Lake
USA15995,43.359036,-90.088953,WHITE MOUND LAKE
USA15932,43.361,-71.95,NH.KEZARLAKE.KEZSUTD
USA22584,43.364046,-89.611011,LAKE WISCONSIN
USA18586,43.364211,-73.052027,DANBY POND
USA23738,43.36431,-95.13654,East Okoboji
USA13493,43.364511,-73.672993,GLEN LAKE
USA13068,43.364961,-70.738876,BAUNEAG BEG LAKE
MEX11560,43.36620886,-109.3720963,Upper Dinwoody Lake
USA20272,43.366583,-73.790504,FOREST LAKE-W
USA14328,43.368253,-86.172372,EAST TWIN LAKE AT TWIN LAKE_ MI
USA16219,43.368681,-75.622517,Oneida City Reservoir
USA14330,43.3689,-86.17534,"EAST TWIN LAKE AT TWIN LAKE, MI (PHOTIC ZONE)"
USA18099,43.36906,-74.241587,WILLIS LAKE
USA20270,43.369628,-74.243171,Willis
USA18559,43.37,-95.12167,"LINDEN DRIVE AT UPPER GAR LK, IA"
USA15315,43.370938,-88.617895,SINISSIPPI LAKE (HUSTISFORD)
USA13907,43.37278,-86.40222,"WHITE LAKE NEAR WHITEHALL WB, MI (PHOTIC ZONE)"
USA20367,43.373209,-92.545391,LAKE HENDRICKS
USA23842,43.37328,-78.19244,"LAKE ONTARIO AT POINT BREEZE, NY"
USA16737,43.37333,-88.26371,"BIG CEDAR LAKE-SOUTH SITE-NEAR WEST BEND, WI"
USA23048,43.37389,-78.16472,"B1-V2, Oak Orchard Creek along East Embayment, NY"
USA22986,43.37417,-78.16472,"B2-V2, Oak Orchard Creek Along East Embayment, NY"
USA23003,43.37444,-78.16472,"B3-V2, Oak Orchard Creek along East Embayment, NY"
USA23197,43.37444,-78.16472,"B3-V10, Oak Orchard Creek along East Embayment, NY"
USA16666,43.37453,-88.228587,LITTLE CEDAR LAKE
USA13840,43.375,-71.272,NH.LOWERSUNCOOKPOND.SUNLBRND
USA17615,43.37516,-93.4683,1223
USA20609,43.375429,-73.639742,SUNNYSIDE LAKE
USA14342,43.37613,-86.1834,"NORTH LAKE NEAR TWIN LAKE, MI (PHOTIC ZONE)"
USA22148,43.37656013,-123.267922,Cooper Creek Reservoir
USA14344,43.376592,-86.181337,NORTH LAKE NEAR TWIN LAKE_ MI
USA15318,43.37777,-88.61094,"SINISSIPPI L OFF BUTTERNUT ISL NEAR HUSTISFORD, WI"
USA13122,43.37806,-78.16472,Ontario
USA17005,43.378543,-72.055511,Lake Sunapee
USA14487,43.37864,-123.2686,614
USA14284,43.37973,-86.24256,"FOX LAKE AT LAKEWOOD, MI (PHOTIC ZONE)"
USA16668,43.38028,-88.22926,"LITTLE CEDAR LAKE-SOUTH SITE-NEAR WEST BEND, WI"
USA14285,43.380426,-86.242638,FOX LAKE AT LAKEWOOD_ MI
USA16069,43.38071,-85.19117,LAKE MONTCALM NEAR SIX LAKES_ MI
USA16670,43.38195,-88.22982,"LITTLE CEDAR LAKE-NORTH SITE-NEAR WEST BEND, WI"
USA16063,43.38309,-85.19169,"LAKE MONTCALM NEAR SIX LAKES, MI (PHOTIC ZONE)"
USA15319,43.38333,-88.62844,"SINISSIPPI LAKE OFF SAM POINT NEAR HUSTISFORD, WI"
USA13908,43.38361,-86.37833,"WHITE LAKE NEAR WHITEHALL CB, MI (PHOTIC ZONE)"
USA15937,43.38364,-85.37059,"WINFIELD LAKE NR HOWARD CITY, MI (PHOTIC ZONE)"
USA13125,43.383759,-70.986074,SPAULDING POND
USA15939,43.384316,-85.368971,WINFIELD LAKE NEAR HOWARD CITY_ MI
USA22265,43.38582,-83.90474,Plum
USA14662,43.385914,-85.769332,HESS LAKE NEAR NEWAYGO_ MI
